Depth,Well Name,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS
2982.5,STUART,78.933,0.494,11.9,14.85,3.4789999999999996,1,0.605
2983.0,STUART,79.471,0.441,13.4,16.3,3.4939999999999998,1,0.581
2983.5,STUART,81.895,0.431,14.2,16.8,3.4410000000000003,1,0.5579999999999999
2984.0,STUART,82.76799999999999,0.46799999999999997,14.3,16.05,3.4930000000000003,1,0.535
2984.5,STUART,79.02199999999999,0.537,12.9,15.05,3.5,1,0.512
2985.0,STUART,76.74600000000001,0.601,11.4,13.8,3.4410000000000003,1,0.488
2985.5,STUART,73.066,0.638,11.1,13.25,3.426,1,0.465
2986.0,STUART,70.35600000000001,0.6509999999999999,11.0,13.1,3.447,1,0.442
2986.5,STUART,74.608,0.621,10.5,14.85,3.3989999999999996,1,0.395
2987.0,STUART,73.008,0.585,11.1,15.15,3.3930000000000002,1,0.37200000000000005
2987.5,STUART,70.438,0.546,12.1,15.15,3.4389999999999996,1,0.349
2988.0,STUART,68.08,0.5,13.5,14.65,3.478,1,0.326
2988.5,STUART,66.75,0.46,13.6,15.2,3.4610000000000003,1,0.302
2989.0,STUART,69.45100000000001,0.455,13.4,14.8,3.4939999999999998,1,0.27899999999999997
2989.5,STUART,75.946,0.494,14.2,14.0,3.5410000000000004,1,0.256
2990.0,STUART,80.344,0.556,11.8,13.6,3.522,1,0.233
2990.5,STUART,83.772,0.616,10.4,12.9,3.4760000000000004,1,0.18600000000000003
2991.0,STUART,84.76700000000001,0.618,10.7,12.55,3.39,1,0.163
2991.5,STUART,84.09,0.616,9.4,13.4,3.2889999999999997,1,0.14
2992.0,STUART,86.62799999999999,0.601,8.8,14.4,3.19,1,0.11599999999999999
2992.5,STUART,90.43,0.556,2.0,21.4,3.045,1,0.09300000000000001
2993.0,STUART,87.07700000000001,0.498,2.0,26.4,3.088,1,0.07
2993.5,STUART,76.623,0.479,5.3,28.45,3.2239999999999998,1,0.047
2994.0,STUART,62.768,0.546,3.2,26.3,3.3339999999999996,1,0.023
2994.5,STUART,43.738,0.703,1.8,19.3,3.8760000000000003,2,1.0
2995.0,STUART,27.859,0.855,6.9,11.75,4.508,2,0.993
2995.5,STUART,18.034000000000002,0.879,5.3,9.55,4.815,2,0.985
2996.0,STUART,13.203,0.83,3.0,9.1,4.863,2,0.978
2996.5,STUART,12.762,0.767,2.0,8.9,5.024,2,0.97
2997.0,STUART,14.843,0.7020000000000001,1.8,9.2,4.6160000000000005,2,0.963
2997.5,STUART,19.087,0.644,0.4,10.4,4.172,2,0.955
2998.0,STUART,19.087,0.644,0.4,10.4,4.172,2,0.955
2998.5,STUART,25.206999999999997,0.601,-0.2,10.7,3.97,2,0.948
2999.0,STUART,27.997,0.5870000000000001,1.1,10.25,3.9330000000000003,2,0.94
2999.5,STUART,28.822,0.602,2.2,10.0,3.875,2,0.9329999999999999
3000.0,STUART,28.618000000000002,0.622,1.9,10.35,3.969,2,0.925
3000.5,STUART,24.815,0.612,0.7,11.15,4.118,2,0.9179999999999999
3001.0,STUART,23.371,0.575,0.2,11.8,4.243,2,0.91
3001.5,STUART,23.052,0.542,0.1,12.35,4.196000000000001,2,0.903
3002.0,STUART,23.109,0.522,-0.1,12.15,4.192,2,0.8959999999999999
3002.5,STUART,24.138,0.511,-0.3,12.05,3.978,2,0.888
3003.0,STUART,24.448,0.511,-0.1,11.75,3.975,2,0.8809999999999999
3003.5,STUART,25.419,0.523,0.0,11.6,3.9619999999999997,2,0.873
3004.0,STUART,26.724,0.56,-0.7,11.35,3.99,2,0.866
3004.5,STUART,29.213,0.623,-0.8,10.7,3.885,2,0.858
3005.0,STUART,34.036,0.6859999999999999,0.4,9.4,3.8160000000000003,2,0.851
3005.5,STUART,38.157,0.716,1.7,7.75,3.66,2,0.843
3006.0,STUART,40.45,0.701,1.8,6.8,3.5439999999999996,2,0.836
3006.5,STUART,41.576,0.662,3.5,6.45,3.392,2,0.828
3007.0,STUART,40.123000000000005,0.633,3.7,7.35,3.24,2,0.821
3007.5,STUART,36.663000000000004,0.632,3.4,8.1,3.2119999999999997,2,0.813
3008.0,STUART,32.705999999999996,0.65,3.8,8.3,3.253,2,0.8059999999999999
3008.5,STUART,30.323,0.672,3.4,8.7,3.2889999999999997,2,0.799
3009.0,STUART,28.601,0.6940000000000001,3.0,9.4,3.3139999999999996,2,0.7909999999999999
3009.5,STUART,28.169,0.721,2.4,9.7,3.262,2,0.784
3010.0,STUART,29.441999999999997,0.7559999999999999,1.4,9.8,3.31,2,0.7759999999999999
3010.5,STUART,30.878,0.795,0.7,9.55,3.359,2,0.769
3011.0,STUART,32.150999999999996,0.8320000000000001,0.1,9.35,3.409,2,0.7609999999999999
3011.5,STUART,33.677,0.856,0.4,9.1,3.417,2,0.754
3012.0,STUART,33.701,0.872,1.1,8.95,3.444,2,0.746
3012.5,STUART,35.105,0.889,1.5,8.75,3.466,2,0.7390000000000001
3013.0,STUART,37.104,0.914,1.6,8.6,3.49,2,0.731
3013.5,STUART,37.349000000000004,0.9390000000000001,2.1,7.95,3.418,2,0.7240000000000001
3014.0,STUART,37.936,0.9520000000000001,2.4,7.7,3.5039999999999996,2,0.716
3014.5,STUART,39.086999999999996,0.953,2.1,7.75,3.511,2,0.7090000000000001
3015.0,STUART,38.059,0.951,1.7,7.55,3.55,2,0.701
3015.5,STUART,37.202,0.9520000000000001,2.2,7.3,3.603,2,0.6940000000000001
3016.0,STUART,37.218,0.951,1.8,7.5,3.675,2,0.687
3016.5,STUART,37.781,0.9490000000000001,1.4,7.6,3.741,2,0.679
3017.0,STUART,40.164,0.948,1.5,7.35,3.735,2,0.672
3017.5,STUART,40.955999999999996,0.95,1.6,7.3,3.747,2,0.664
3018.0,STUART,41.013000000000005,0.9520000000000001,1.5,7.25,3.64,2,0.657
3018.5,STUART,42.547,0.95,1.9,7.15,3.6830000000000003,2,0.649
3019.0,STUART,41.192,0.945,2.0,7.0,3.6439999999999997,2,0.642
3019.5,STUART,42.726000000000006,0.941,2.3,7.15,3.7039999999999997,2,0.634
3020.0,STUART,44.407,0.9420000000000001,3.4,7.0,3.695,2,0.627
3020.5,STUART,45.387,0.946,3.8,6.8,3.7880000000000003,2,0.619
3021.0,STUART,45.052,0.945,2.6,7.5,3.917,2,0.612
3021.5,STUART,46.129,0.935,2.4,7.4,3.948,2,0.604
3022.0,STUART,47.826,0.925,2.5,7.05,4.016,2,0.597
3022.5,STUART,50.053999999999995,0.925,2.3,6.75,3.935,2,0.59
3023.0,STUART,55.562,0.9329999999999999,1.8,6.9,3.9739999999999998,2,0.5820000000000001
3023.5,STUART,63.028999999999996,0.9470000000000001,2.0,6.8,3.859,2,0.575
3024.0,STUART,75.399,0.966,1.9,6.45,3.681,2,0.5670000000000001
3024.5,STUART,102.116,0.987,0.2,6.9,3.5610000000000004,2,0.56
3025.0,STUART,140.778,0.993,-0.4,7.0,3.513,2,0.552
3025.5,STUART,183.358,0.981,-0.3,7.35,3.437,2,0.545
3026.0,STUART,213.99900000000002,0.977,0.2,7.8,3.412,2,0.537
3026.5,STUART,220.41299999999998,1.004,0.0,8.0,3.528,2,0.53
3027.0,STUART,200.30599999999998,1.0270000000000001,0.0,8.0,3.6710000000000003,2,0.522
3027.5,STUART,162.149,0.9990000000000001,-0.2,8.5,3.7460000000000004,2,0.515
3028.0,STUART,121.20200000000001,0.95,0.2,9.2,3.892,2,0.507
3028.5,STUART,92.805,0.9159999999999999,1.3,9.95,3.924,2,0.5
3029.0,STUART,77.758,0.894,1.9,10.65,3.9530000000000003,2,0.493
3029.5,STUART,67.623,0.879,2.9,10.85,3.889,2,0.485
3030.0,STUART,62.376000000000005,0.873,2.5,11.45,3.799,2,0.478
3030.5,STUART,59.463,0.873,2.1,11.25,3.773,2,0.47
3031.0,STUART,55.211000000000006,0.872,2.7,10.45,3.784,2,0.46299999999999997
3031.5,STUART,51.727,0.866,2.3,10.35,3.787,2,0.455
3032.0,STUART,52.38,0.858,2.1,10.75,3.7760000000000002,2,0.44799999999999995
3032.5,STUART,53.122,0.851,2.5,11.05,3.7239999999999998,2,0.44
3033.0,STUART,51.245,0.8440000000000001,2.7,11.25,3.697,2,0.433
3033.5,STUART,52.208,0.836,1.5,11.75,3.653,2,0.425
3034.0,STUART,54.95,0.826,1.3,12.05,3.647,2,0.418
3034.5,STUART,54.43600000000001,0.8170000000000001,2.0,12.0,3.65,2,0.41
3035.0,STUART,54.81100000000001,0.81,1.8,12.1,3.678,2,0.40299999999999997
3035.5,STUART,55.603,0.8009999999999999,1.6,12.2,3.6439999999999997,2,0.396
3036.0,STUART,54.288999999999994,0.785,1.3,12.75,3.656,2,0.38799999999999996
3036.5,STUART,52.38,0.768,2.0,13.0,3.5980000000000003,2,0.381
3037.0,STUART,53.645,0.758,2.0,13.7,3.582,2,0.373
3037.5,STUART,53.93,0.757,2.1,13.75,3.5810000000000004,2,0.366
3038.0,STUART,56.071999999999996,0.755,2.9,13.75,3.645,2,0.358
3038.5,STUART,59.016999999999996,0.75,4.0,13.7,3.694,2,0.35100000000000003
3039.0,STUART,62.144,0.742,4.4,14.1,3.65,2,0.34299999999999997
3039.5,STUART,64.814,0.73,4.8,14.2,3.66,2,0.336
3040.0,STUART,66.705,0.7140000000000001,5.6,14.6,3.6889999999999996,2,0.32799999999999996
3040.5,STUART,67.568,0.695,6.5,15.45,3.674,2,0.321
3041.0,STUART,67.683,0.6759999999999999,6.7,15.65,3.603,2,0.313
3041.5,STUART,67.683,0.662,6.0,15.4,3.562,2,0.306
3042.0,STUART,67.683,0.6659999999999999,5.7,15.25,3.57,2,0.299
3042.5,STUART,67.683,0.701,6.0,15.2,3.603,2,0.29100000000000004
3043.0,STUART,67.683,0.778,5.1,15.65,3.537,2,0.284
3043.5,STUART,67.683,0.882,4.9,15.75,3.5469999999999997,2,0.276
3044.0,STUART,67.683,0.973,4.4,15.8,3.533,2,0.26899999999999996
3044.5,STUART,67.683,1.0170000000000001,3.5,16.25,3.495,2,0.261
2972.5,CRAWFORD,49.675,0.845,3.905,11.175,3.265,2,1.0
2973.0,CRAWFORD,34.435,0.879,3.085,8.175,3.8310000000000004,2,0.991
2973.5,CRAWFORD,26.178,0.92,2.615,4.945,4.306,2,0.981
2974.0,CRAWFORD,19.463,0.9670000000000001,0.82,3.82,4.578,2,0.972
2974.5,CRAWFORD,19.26,0.995,0.32,3.63,4.643,2,0.9620000000000001
2975.0,CRAWFORD,19.985,1.008,0.06,4.32,4.614,2,0.953
2975.5,CRAWFORD,22.298000000000002,1.002,-0.01,5.5,4.4910000000000005,2,0.943
2976.0,CRAWFORD,24.611,0.956,0.05,6.87,4.369,2,0.934
2976.5,CRAWFORD,24.677,0.8240000000000001,0.31,6.94,4.047,2,0.915
2977.0,CRAWFORD,24.945999999999998,0.667,0.965,5.915,3.8930000000000002,2,0.9059999999999999
2977.5,CRAWFORD,29.31,0.5589999999999999,2.11,6.15,3.52,2,0.8959999999999999
2978.0,CRAWFORD,37.321999999999996,0.522,3.375,8.445,3.125,2,0.887
2978.5,CRAWFORD,42.141999999999996,0.51,3.985,10.785,2.843,2,0.877
2979.0,CRAWFORD,52.434,0.49200000000000005,4.42,13.15,2.674,2,0.868
2979.5,CRAWFORD,63.181000000000004,0.473,5.18,14.13,2.6439999999999997,2,0.858
2980.0,CRAWFORD,69.405,0.465,5.52,14.56,2.6630000000000003,2,0.8490000000000001
2980.5,CRAWFORD,77.785,0.475,5.82,14.94,2.68,2,0.84
2981.0,CRAWFORD,83.57700000000001,0.469,5.965,15.395,2.6660000000000004,2,0.83
2981.5,CRAWFORD,84.05799999999999,0.513,6.025,15.855,2.622,2,0.821
2982.0,CRAWFORD,81.82,0.544,5.95,16.05,2.609,2,0.8109999999999999
2982.5,CRAWFORD,80.257,0.563,5.74,16.1,2.6260000000000003,2,0.802
2983.0,CRAWFORD,79.833,0.579,5.135,15.715,2.662,2,0.792
2983.5,CRAWFORD,80.32300000000001,0.583,4.565,15.275,2.693,2,0.7829999999999999
2984.0,CRAWFORD,84.704,0.59,4.365,15.165,2.7110000000000003,2,0.774
2984.5,CRAWFORD,96.67399999999999,0.596,4.725,15.565,2.7439999999999998,2,0.764
2985.0,CRAWFORD,112.662,0.609,4.88,15.71,2.824,2,0.755
2985.5,CRAWFORD,131.484,0.634,5.11,15.6,2.935,2,0.745
2986.0,CRAWFORD,138.16899999999998,0.659,5.33,15.1,3.0,2,0.736
2986.5,CRAWFORD,135.045,0.682,5.1,14.46,3.048,2,0.726
2987.0,CRAWFORD,117.726,0.7070000000000001,4.415,13.315,3.097,2,0.7170000000000001
2987.5,CRAWFORD,98.382,0.7290000000000001,3.395,11.695,3.193,2,0.708
2988.0,CRAWFORD,91.348,0.7709999999999999,3.235,10.985,3.3080000000000003,2,0.698
2988.5,CRAWFORD,87.05,0.831,3.21,10.64,3.4930000000000003,2,0.6890000000000001
2989.0,CRAWFORD,82.98,0.9279999999999999,2.835,10.115,3.5260000000000002,2,0.679
2989.5,CRAWFORD,67.264,1.0190000000000001,0.475,8.435,3.217,2,0.67
2990.0,CRAWFORD,57.068999999999996,1.047,-2.385,7.115,3.157,2,0.66
2990.5,CRAWFORD,46.873999999999995,1.0659999999999998,-3.97,6.6,3.159,2,0.6509999999999999
2991.0,CRAWFORD,39.325,1.06,-3.69,7.15,3.2239999999999998,2,0.642
2991.5,CRAWFORD,43.946000000000005,1.042,-2.73,7.29,3.272,2,0.632
2992.0,CRAWFORD,51.73,1.005,-0.9,7.98,3.29,2,0.623
2992.5,CRAWFORD,58.373999999999995,0.956,1.46,9.41,3.2769999999999997,2,0.613
2993.0,CRAWFORD,67.75399999999999,0.904,3.985,11.545,3.2960000000000003,2,0.604
2993.5,CRAWFORD,71.206,0.8740000000000001,5.045,12.915,3.3280000000000003,2,0.594
2994.0,CRAWFORD,69.188,0.852,4.86,12.85,3.33,2,0.585
2994.5,CRAWFORD,58.452,0.841,3.455,11.265,3.332,2,0.575
2995.0,CRAWFORD,38.715,0.816,2.185,9.855,3.365,2,0.5660000000000001
2995.5,CRAWFORD,30.541,0.8009999999999999,0.96,8.76,3.4760000000000004,2,0.557
2996.0,CRAWFORD,21.684,0.792,-0.04,8.28,3.7739999999999996,2,0.547
2996.5,CRAWFORD,21.252,0.7929999999999999,-0.505,9.225,4.041,2,0.5379999999999999
2997.0,CRAWFORD,23.116999999999997,0.7929999999999999,-0.555,9.895,4.292,2,0.528
2997.5,CRAWFORD,28.85,0.7909999999999999,-0.46,9.89,4.371,2,0.519
2998.0,CRAWFORD,36.226,0.7879999999999999,-0.085,9.175,4.112,2,0.509
2998.5,CRAWFORD,42.83,0.8009999999999999,0.41,8.49,3.91,2,0.5
2999.0,CRAWFORD,46.846000000000004,0.82,1.255,8.275,3.793,2,0.491
2999.5,CRAWFORD,48.133,0.845,1.77,8.29,3.486,2,0.48100000000000004
3000.0,CRAWFORD,43.162,0.8740000000000001,1.35,8.64,3.263,2,0.47200000000000003
3000.5,CRAWFORD,36.586,0.92,1.01,8.74,3.187,2,0.462
3001.0,CRAWFORD,32.746,0.955,0.625,8.535,3.173,2,0.45299999999999996
3001.5,CRAWFORD,30.956999999999997,0.9740000000000001,0.565,8.555,3.315,2,0.44299999999999995
3002.0,CRAWFORD,30.765,0.981,0.545,8.575,3.4410000000000003,2,0.434
3002.5,CRAWFORD,31.265,0.987,0.625,8.425,3.6180000000000003,2,0.425
3003.0,CRAWFORD,33.124,0.9940000000000001,0.755,8.045,3.943,2,0.415
3003.5,CRAWFORD,35.211,0.997,0.635,7.555,4.07,2,0.406
3004.0,CRAWFORD,36.385999999999996,0.988,0.125,7.135,3.885,2,0.396
3004.5,CRAWFORD,38.016999999999996,0.951,-0.175,6.875,3.654,2,0.387
3005.0,CRAWFORD,41.016000000000005,0.903,0.055,6.825,3.438,2,0.377
3005.5,CRAWFORD,49.653999999999996,0.8540000000000001,1.52,7.51,3.33,2,0.368
3006.0,CRAWFORD,62.068000000000005,0.799,3.1,9.13,3.2089999999999996,2,0.358
3006.5,CRAWFORD,71.222,0.74,4.0,10.98,3.0869999999999997,2,0.349
3007.0,CRAWFORD,73.309,0.691,4.015,12.425,2.98,2,0.34
3007.5,CRAWFORD,69.469,0.627,3.19,13.37,2.904,2,0.33
3008.0,CRAWFORD,65.857,0.5589999999999999,2.1,14.08,2.859,2,0.321
3008.5,CRAWFORD,58.369,0.504,0.715,14.235,2.83,2,0.311
3009.0,CRAWFORD,56.125,0.435,-0.775,13.415,2.786,2,0.302
3009.5,CRAWFORD,56.769,0.37799999999999995,-1.155,12.805,2.7260000000000004,2,0.292
3010.0,CRAWFORD,62.586999999999996,0.298,-0.18,12.87,2.588,2,0.28300000000000003
3010.5,CRAWFORD,64.67399999999999,0.252,0.24,14.42,2.465,2,0.27399999999999997
3011.0,CRAWFORD,64.253,0.212,0.24,16.36,2.374,2,0.264
3011.5,CRAWFORD,61.553000000000004,0.166,-0.295,18.395,2.329,2,0.255
3012.0,CRAWFORD,60.221000000000004,0.114,-0.59,19.27,2.315,2,0.245
3012.5,CRAWFORD,59.11600000000001,0.09300000000000001,-0.655,19.655,2.302,2,0.23600000000000002
3013.0,CRAWFORD,57.997,0.081,-0.8,19.69,2.258,2,0.226
3013.5,CRAWFORD,57.363,0.091,-1.105,19.095,2.2430000000000003,2,0.217
3014.0,CRAWFORD,57.863,0.14400000000000002,-1.27,18.12,2.261,2,0.20800000000000002
3014.5,CRAWFORD,59.038000000000004,0.20600000000000002,-1.26,17.03,2.326,2,0.198
3015.0,CRAWFORD,60.213,0.29,-1.04,16.68,2.4090000000000003,2,0.18899999999999997
3015.5,CRAWFORD,61.16,0.368,-0.14,16.68,2.781,2,0.179
3016.0,CRAWFORD,58.46,0.46799999999999997,-0.25,15.21,3.327,2,0.17
3016.5,CRAWFORD,53.48,0.564,0.36,11.47,3.7960000000000003,2,0.16
3017.0,CRAWFORD,51.692,0.657,0.825,8.125,4.062,2,0.151
3017.5,CRAWFORD,67.238,0.807,1.7,7.13,4.173,2,0.142
3018.0,CRAWFORD,74.796,0.89,2.905,7.335,4.19,2,0.132
3018.5,CRAWFORD,75.743,0.925,3.055,7.765,4.302,2,0.12300000000000001
3019.0,CRAWFORD,70.991,0.9279999999999999,2.325,7.785,4.444,2,0.113
3019.5,CRAWFORD,57.348,0.929,1.355,7.395,4.492,2,0.10400000000000001
3020.0,CRAWFORD,46.213,0.929,0.67,7.43,4.385,2,0.094
3020.5,CRAWFORD,42.11600000000001,0.9259999999999999,0.19,7.17,4.2010000000000005,2,0.085
3021.0,CRAWFORD,44.925,0.9179999999999999,-0.19,6.69,4.093,2,0.075
3021.5,CRAWFORD,55.903,0.912,0.07,5.72,4.034,2,0.066
3022.0,CRAWFORD,66.196,0.9059999999999999,0.495,5.375,3.958,2,0.057
3022.5,CRAWFORD,73.52600000000001,0.894,1.44,5.26,3.82,2,0.047
3032.0,CRAWFORD,72.392,0.7090000000000001,-0.74,18.41,2.6289999999999996,1,0.125
3032.5,CRAWFORD,69.928,0.792,-0.69,19.32,2.616,1,0.063
3033.0,CRAWFORD,64.72,0.8490000000000001,-0.96,16.33,2.9139999999999997,2,1.0
3033.5,CRAWFORD,52.445,0.892,0.91,11.35,3.292,2,0.977
3034.0,CRAWFORD,43.361999999999995,0.93,-0.02,6.92,3.571,2,0.955
3034.5,CRAWFORD,42.06399999999999,0.9740000000000001,0.015,5.495,3.435,2,0.909
3035.0,CRAWFORD,45.641999999999996,0.956,0.005,5.475,3.375,2,0.8859999999999999
3035.5,CRAWFORD,53.266000000000005,0.932,-0.105,5.545,3.299,2,0.8640000000000001
3036.0,CRAWFORD,59.043,0.894,0.17,6.99,3.114,2,0.841
3036.5,CRAWFORD,62.331,0.8340000000000001,-0.245,9.835,2.813,2,0.818
3037.0,CRAWFORD,60.946000000000005,0.884,-1.69,16.08,2.745,2,0.795
3037.5,CRAWFORD,53.913999999999994,0.9179999999999999,-0.72,19.54,3.1519999999999997,2,0.773
3038.0,CRAWFORD,45.287,0.922,-0.86,18.44,3.9619999999999997,2,0.75
3038.5,CRAWFORD,30.049,0.925,0.445,13.565,4.571000000000001,2,0.727
3039.0,CRAWFORD,23.017,0.9470000000000001,0.54,9.59,4.806,2,0.705
3039.5,CRAWFORD,21.228,0.973,-0.03,7.57,4.824,2,0.682
3040.0,CRAWFORD,20.109,0.985,0.225,6.725,4.81,2,0.659
3040.5,CRAWFORD,19.256,0.995,0.415,6.505,4.859,2,0.636
3041.0,CRAWFORD,18.38,0.9990000000000001,0.44,6.29,4.8919999999999995,2,0.614
3041.5,CRAWFORD,17.275,0.987,0.185,6.075,4.91,2,0.591
3042.0,CRAWFORD,16.39,0.975,0.015,5.815,4.88,2,0.568
3042.5,CRAWFORD,16.197,0.963,-0.205,5.445,4.834,2,0.545
3043.0,CRAWFORD,16.469,0.9570000000000001,-0.225,5.335,4.76,2,0.523
3043.5,CRAWFORD,20.38,0.973,-0.295,5.255,4.669,2,0.5
3044.0,CRAWFORD,31.86,1.005,-0.185,5.045,4.547,2,0.47700000000000004
3044.5,CRAWFORD,39.608000000000004,1.0390000000000001,0.44,5.16,4.5169999999999995,2,0.455
3045.0,CRAWFORD,43.291000000000004,1.064,0.96,5.09,4.488,2,0.43200000000000005
3045.5,CRAWFORD,44.001000000000005,1.089,1.295,4.875,4.396,2,0.409
3046.0,CRAWFORD,38.574,1.112,0.7,4.09,4.275,2,0.386
3046.5,CRAWFORD,35.19,1.128,0.195,3.575,4.245,2,0.364
3047.0,CRAWFORD,32.946,1.131,-0.215,3.205,4.434,2,0.341
3047.5,CRAWFORD,31.613000000000003,1.128,-0.095,3.545,4.405,2,0.318
3048.0,CRAWFORD,32.113,1.092,-0.005,4.715,4.329,2,0.295
3048.5,CRAWFORD,32.368,1.052,0.29,5.42,4.285,2,0.273
3049.0,CRAWFORD,31.506999999999998,0.978,0.405,5.865,4.224,2,0.25
3049.5,CRAWFORD,30.849,0.88,0.445,6.595,4.04,2,0.22699999999999998
3050.0,CRAWFORD,29.953000000000003,0.772,0.91,7.82,3.451,2,0.205
3050.5,CRAWFORD,28.875999999999998,0.723,1.24,9.64,3.141,2,0.182
3051.0,CRAWFORD,28.228,0.705,1.21,10.47,3.2060000000000004,2,0.159
3051.5,CRAWFORD,28.263,0.693,1.005,10.355,3.38,2,0.136
3052.0,CRAWFORD,28.754,0.693,0.47,9.35,3.6460000000000004,2,0.114
3052.5,CRAWFORD,34.26,0.6940000000000001,0.34,7.94,3.9739999999999998,2,0.091
3053.0,CRAWFORD,45.01,0.6940000000000001,0.485,6.185,4.2410000000000005,2,0.068
3053.5,CRAWFORD,55.98,0.7070000000000001,0.665,5.945,4.093,2,0.045
3054.0,CRAWFORD,67.146,0.7170000000000001,0.965,6.695,3.67,2,0.023
3054.5,CRAWFORD,80.0,0.708,1.965,8.815,3.361,1,1.0
3055.0,CRAWFORD,85.05,0.69,3.215,10.515,3.16,1,0.95
3055.5,CRAWFORD,83.946,0.659,3.965,11.115,3.178,1,0.9
3056.0,CRAWFORD,80.973,0.623,4.61,10.99,3.2110000000000003,1,0.85
3056.5,CRAWFORD,78.782,0.5920000000000001,4.845,10.905,3.213,1,0.8
3057.0,CRAWFORD,76.082,0.574,4.82,10.73,3.2310000000000003,1,0.75
3057.5,CRAWFORD,72.925,0.562,4.535,10.405,3.217,1,0.7
3058.0,CRAWFORD,72.04899999999999,0.55,4.24,10.55,3.187,1,0.65
3058.5,CRAWFORD,71.391,0.535,4.115,11.005,3.128,1,0.6
3059.0,CRAWFORD,70.751,0.527,4.055,11.765,3.036,1,0.55
3059.5,CRAWFORD,71.26100000000001,0.5329999999999999,4.235,12.565,3.0069999999999997,1,0.5
3060.0,CRAWFORD,73.11,0.518,4.44,12.8,2.978,1,0.45
3060.5,CRAWFORD,75.425,0.491,3.815,12.085,2.903,1,0.4
3061.0,CRAWFORD,76.828,0.47,3.265,11.525,2.687,1,0.35
3061.5,CRAWFORD,75.04,0.45799999999999996,3.16,11.69,2.58,1,0.3
3062.0,CRAWFORD,70.288,0.449,3.695,12.535,2.5340000000000003,1,0.25
3062.5,CRAWFORD,66.266,0.44299999999999995,4.505,13.995,2.553,1,0.2
3063.0,CRAWFORD,60.79,0.441,6.07,16.34,2.679,1,0.15
3063.5,CRAWFORD,54.67,0.444,6.25,16.74,3.35,1,0.1
3064.0,CRAWFORD,48.093999999999994,0.445,5.995,16.615,3.865,1,0.05
3064.5,CRAWFORD,41.062,0.445,3.425,13.955,4.24,2,1.0
3065.0,CRAWFORD,39.046,0.455,1.725,12.915,4.507,2,0.9640000000000001
3065.5,CRAWFORD,38.169000000000004,0.45799999999999996,1.1,12.79,4.354,2,0.929
3066.0,CRAWFORD,40.493,0.465,0.895,13.365,4.293,2,0.893
3066.5,CRAWFORD,43.948,0.45899999999999996,0.68,13.98,4.248,2,0.857
3067.0,CRAWFORD,46.49100000000001,0.423,0.57,14.45,4.266,2,0.821
3067.5,CRAWFORD,47.21,0.392,0.565,14.945,4.331,2,0.7859999999999999
3068.0,CRAWFORD,46.788999999999994,0.34600000000000003,0.765,15.325,4.395,2,0.75
3068.5,CRAWFORD,45.912,0.325,0.985,15.625,4.397,2,0.7140000000000001
3069.0,CRAWFORD,45.70399999999999,0.304,1.205,15.925,4.383,2,0.679
3069.5,CRAWFORD,45.527,0.295,1.27,15.89,4.276,2,0.643
3070.0,CRAWFORD,44.887,0.289,1.155,15.315,4.123,2,0.607
3070.5,CRAWFORD,44.23,0.29,0.815,14.205,3.95,2,0.5710000000000001
3071.0,CRAWFORD,44.273999999999994,0.281,0.55,12.84,3.785,2,0.536
3071.5,CRAWFORD,45.221000000000004,0.247,0.545,11.605,3.647,2,0.5
3072.0,CRAWFORD,46.396,0.16699999999999998,1.685,11.385,3.431,2,0.46399999999999997
3072.5,CRAWFORD,46.888000000000005,0.11800000000000001,2.92,12.76,3.2,2,0.429
3073.0,CRAWFORD,46.475,0.069,4.4,16.76,2.968,2,0.39299999999999996
3073.5,CRAWFORD,46.738,0.042,5.065,20.085,2.815,2,0.35700000000000004
3074.0,CRAWFORD,47.913999999999994,0.033,4.815,20.915,2.8480000000000003,2,0.321
3074.5,CRAWFORD,51.596000000000004,0.04,4.485,20.755,2.99,2,0.28600000000000003
3075.0,CRAWFORD,62.89,0.102,4.42,17.02,3.4739999999999998,2,0.25
3075.5,CRAWFORD,80.38,0.22,3.955,12.965,4.067,2,0.214
3076.0,CRAWFORD,105.725,0.34700000000000003,2.42,7.33,4.271,2,0.179
3076.5,CRAWFORD,131.069,0.524,1.655,5.355,3.838,2,0.14300000000000002
3077.0,CRAWFORD,145.018,0.636,-0.905,7.135,3.2030000000000003,2,0.107
3077.5,CRAWFORD,131.376,0.726,-1.94,12.26,2.8160000000000003,2,0.071
3078.0,CRAWFORD,110.21,0.792,0.27,14.14,2.678,2,0.036000000000000004
3078.5,CRAWFORD,89.045,0.826,3.14,13.7,2.773,1,1.0
3079.0,CRAWFORD,73.807,0.8079999999999999,4.795,11.855,3.3710000000000004,1,0.9440000000000001
3079.5,CRAWFORD,73.158,0.7809999999999999,4.755,10.905,3.4930000000000003,1,0.889
3080.0,CRAWFORD,73.195,0.763,3.975,10.205,3.432,1,0.833
3080.5,CRAWFORD,72.325,0.748,3.68,10.0,3.387,1,0.778
3081.0,CRAWFORD,71.221,0.742,3.33,9.69,3.3739999999999997,1,0.722
3081.5,CRAWFORD,70.563,0.742,2.76,9.25,3.3289999999999997,1,0.667
3082.0,CRAWFORD,71.51899999999999,0.733,1.75,10.04,3.145,1,0.611
3082.5,CRAWFORD,74.062,0.722,2.32,12.64,2.945,1,0.556
